Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Highest price in a day,Highest price in a week,Highest price in a month,Current Price,TP1,TP2,SL,Exit Price,P&L
holdersignals,https://x.com/holdersignals/status/1903181892637340070,2025-03-21T20:28:17.000Z,2025-03-22T06:00:23.025Z,Buy,AUCTION,auction,45.642670478442746,,,,52.12864755666422,54,56.5,48.4,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1903312754343285218,2025-03-22T05:08:17.000Z,2025-03-22T06:00:42.299Z,Buy,AAVE,aave,177.97101054713838,,,,177.97101054713838,200,240,155,175.54672019180558,-1.36%
CryptoReviewing,https://x.com/CryptoReviewing/status/1903144087760367843,2025-03-21T17:58:03.000Z,2025-03-22T06:01:01.932Z,Buy,JASMY,jasmycoin,0.01369793053614254,,,,0.01251722227596608,0.014,0.015,0.012,0.012,-12.40%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1903172302549946645,2025-03-21T19:50:10.000Z,2025-03-22T06:01:16.496Z,Buy,LENS,social-lens-ai,0,,,,0,7.8,10,1.2,N/A,N/A
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1903172302549946645,2025-03-21T19:50:10.000Z,2025-03-22T06:01:27.523Z,Buy,AKA,she-rises,0.00143051074098729,,,,0.001470301822321728,0.007,0.01,0.0013,0.0016217400923083142,13.37%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903143407268331737,2025-03-21T17:55:21.000Z,2025-03-22T06:01:48.004Z,Buy,NIL,nillion,0,,,,0,1.5,2,0.5,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1903373203793437103,2025-03-22T09:08:29.000Z,2025-03-22T12:00:28.965Z,Hold,CRV,curve-dao-token,0.43897735602540944,,,,0.43897735602540944,0.52,0.58,0.38,0.5434611271453911,23.80%
cryptoo_doctor,https://x.com/cryptocevo/status/1903387204195377209,2025-03-22T10:04:07.000Z,2025-03-22T12:00:51.431Z,Buy,BTC,bitcoin,84009.532917822,,,,84009.532917822,85500,88500,80000,85137.62391965232,1.34%
cryptostasher,https://x.com/cryptostasher/status/1903490587812143530,2025-03-22T16:54:55.000Z,2025-03-22T21:00:12.810Z,Buy,ZIG,zignaly,0.08086434676683898,,,,0.08086434676683898,0.15,0.2,0.07,0.08512713086396875,5.27%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903502709183201455,2025-03-22T17:43:05.000Z,2025-03-22T21:00:26.720Z,Buy,ZIG,zignaly,0.08086434676683898,,,,0.08086434676683898,0.1,0.12,0.07,0.08512713086396875,5.27%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903413125296349321,2025-03-22T11:47:07.000Z,2025-03-22T21:00:36.873Z,Buy,LNQ,linqai,0.032201385665860525,,,,0.032201385665860525,0.035,0.04,0.03,0.0396934208497119,23.27%
CryptoSlate,https://x.com/CryptoSlate/status/1903484753883328718,2025-03-22T16:31:45.000Z,2025-03-22T21:00:53.177Z,Hold,BTC,bitcoin,84009.532917822,,,,84009.532917822,91000,108000,72000,85137.62391965232,1.34%
holdersignals,https://x.com/holdersignals/status/1903402288192061465,2025-03-22T11:04:03.000Z,2025-03-22T21:01:05.180Z,Buy,SLF,self-chain,0.2776523912066774,,,,0.2776523912066774,0.35,0.55,0.22,0.22346863474260556,-19.51%
CryptoDona7,https://x.com/CryptoDona7/status/1903494862290219311,2025-03-22T17:11:55.000Z,2025-03-22T21:01:28.637Z,Buy,BANANA,banana,0.11534867982248737,,,,0.11534867982248737,40,45,0.1,0.1,-13.31%
CryptoWizardd,https://x.com/cryptostasher/status/1903490587812143530,2025-03-22T16:54:55.000Z,2025-03-22T21:01:43.208Z,Buy,ZIG,zignaly,0.08086434676683898,,,,0.08086434676683898,0.12,0.15,0.073,0.08512713086396875,5.27%
CryptoWizardd,https://x.com/Alek_Carter/status/1903247733009367501,2025-03-22T00:49:54.000Z,2025-03-22T21:02:00.734Z,Buy,ZIG,zignaly,0.08086434676683898,,,,0.08086434676683898,0.12,0.2,0.07,0.08512713086396875,5.27%
aixbt_agent,https://x.com/aixbt_agent/status/1903486920971501993,2025-03-22T16:40:21.000Z,2025-03-22T21:02:14.283Z,Buy,HYPE,hyperliquid,15.815473141010928,,,,15.815473141010928,16.5,18.5,14.5,16.049097519943412,1.48%
CryptoReviewing,https://x.com/CryptoReviewing/status/1903502861473857880,2025-03-22T17:43:42.000Z,2025-03-22T21:02:28.877Z,Buy,INJ,injective-protocol,9.676051344709743,,,,9.676051344709743,10.8,13.5,9.5,9.638140535550265,-0.39%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1903472844048060727,2025-03-22T15:44:25.000Z,2025-03-22T21:02:43.359Z,Buy,DIONE,dione,0.0026106329451753988,,,,0.0026106329451753988,0.0035,0.005,0.002,0.003410446875478312,30.64%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1903461400439107902,2025-03-22T14:58:57.000Z,2025-03-22T21:02:56.235Z,Buy,ZIG,zignaly,0.08086434676683898,,,,0.08086434676683898,0.097,0.121,0.075,0.08512713086396875,5.27%
holdersignals,https://x.com/CryptoGodJohn/status/1903528680418165240,2025-03-22T19:26:17.000Z,2025-03-23T06:00:19.413Z,Buy,DSYNC,destra-network,0.1386237889478663,,,,0.14703049360182988,0.1617,0.169,0.135,0.13907736353114222,0.33%
holdersignals,https://x.com/holdersignals/status/1903514626354303281,2025-03-22T18:30:27.000Z,2025-03-23T06:00:32.095Z,Buy,VANA,vana,7.631598801462479,,,,7.4009696419227256,8.5,10,6.66,6.717708801304327,-11.98%
holdersignals,https://x.com/holdersignals/status/1903514626354303281,2025-03-22T18:30:27.000Z,2025-03-23T06:00:44.953Z,Sell,AUCTION,auction,52.12864755666422,,,,32.113780217028435,30,28.5,35,N/A,N/A
CryptoWizardd,https://x.com/CryptoWizardd/status/1903625422429970859,2025-03-23T01:50:43.000Z,2025-03-23T06:01:05.783Z,Buy,DOGE,dogecoin,0.16721240679915322,,,,0.16721240679915322,0.22,0.43,0.15,0.18171554074626908,8.67%
aixbt_agent,https://x.com/aixbt_agent/status/1903660090798043407,2025-03-23T04:08:28.000Z,2025-03-23T06:01:18.781Z,Sell,AUCTION,auction,32.113780217028435,,,,32.113780217028435,29,25,35,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1903660091565600911,2025-03-23T04:08:28.000Z,2025-03-23T06:01:27.800Z,Sell,AUCTION,auction,32.113780217028435,,,,32.113780217028435,30,28,34,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1903660092396118440,2025-03-23T04:08:28.000Z,2025-03-23T06:01:36.884Z,Sell,AUCTION,auction,32.113780217028435,,,,32.113780217028435,28.5,25.75,34.4,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1903644982055166059,2025-03-23T03:08:26.000Z,2025-03-23T06:01:48.163Z,Buy,AAVE,aave,179.7787947623684,,,,179.7787947623684,190,200,170,186.875812164913,3.95%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1903516584439693512,2025-03-22T18:38:14.000Z,2025-03-23T06:02:14.644Z,Hold,NPC,npc,0.000015974661791033683,,,,0.000014718844326146076,0.00001597,0.00001722,0.00001412,N/A,N/A
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1903516584439693512,2025-03-22T18:38:14.000Z,2025-03-23T06:02:25.407Z,Buy,NPC,non-playable-coin,0.00941384920055509,,,,0.010425848605198958,0.0124,0.0165,0.0094,0.015274094200249477,62.25%
holdersignals,https://x.com/holdersignals/status/1903755060435186122,2025-03-23T10:25:51.000Z,2025-03-23T15:00:21.139Z,Buy,VANA,vana,7.4009696419227256,,,,7.4009696419227256,10.48,14.55,6.59,6.717708801304327,-9.23%
aixbt_agent,https://x.com/aixbt_agent/status/1903781017539973560,2025-03-23T12:08:59.000Z,2025-03-23T15:00:41.749Z,Buy,PENDLE,pendle,2.6298990035123007,,,,2.6298990035123007,3.72,5,2.3,2.708358439441032,2.98%
aixbt_agent,https://x.com/aixbt_agent/status/1903765741964566923,2025-03-23T11:08:17.000Z,2025-03-23T15:00:55.303Z,Buy,IMX,immutable-x,0.6012612365031322,,,,0.6012612365031322,0.65,0.7,0.55,0.6458243862990489,7.41%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903783706411651475,2025-03-23T12:19:40.000Z,2025-03-23T15:01:18.109Z,Buy,S,s,0,,,,0,0,0,,N/A,N/A
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903778348943233065,2025-03-23T11:58:23.000Z,2025-03-23T15:01:31.804Z,Hold,BTC,bitcoin,83793.30854192551,,,,83793.30854192551,85000,88000,74000,85137.62391965232,1.60%
dippy_eth,https://x.com/dippy_eth/status/1903742449853370768,2025-03-23T09:35:44.000Z,2025-03-23T15:01:51.416Z,Buy,CLIZA,cliza,0.004718336871022731,,,,0.004718336871022731,0.0185,0.074,0.0037,0.0037,-21.58%
BenjiGanar,https://x.com/BenjiGanar/status/1903777411398828231,2025-03-23T11:54:40.000Z,2025-03-23T15:02:10.159Z,Buy,FARTCOIN,fartcoin,0.44185459301599805,,,,0.44185459301599805,0.486,0.53,0.4,0.5204596788582969,17.79%
BenjiGanar,https://x.com/BenjiGanar/status/1903777411398828231,2025-03-23T11:54:40.000Z,2025-03-23T15:02:18.532Z,Hold,VIRTUAL,virtual-protocol,0.7203847051714597,,,,0.7203847051714597,0.75,0.78,0.65,0.7485614523764815,3.91%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1903771013847896473,2025-03-23T11:29:14.000Z,2025-03-23T15:02:41.597Z,Buy,NPC,npc,0.000014718844326146076,,,,0.000014718844326146076,0.000015,0.0001,0.000014,0.000015473575987917646,5.13%
cryptostasher,https://x.com/cryptostasher/status/1904214840497078422,2025-03-24T16:52:51.000Z,2025-03-25T09:00:15.078Z,Buy,AUTOS,cryptoautos,0.017428340761519213,,,,0.017996036818477543,0.060549,0.08,0.016,0.019152108226962127,9.89%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904265361962504427,2025-03-24T20:13:36.000Z,2025-03-25T09:00:34.051Z,Buy,DOAI,dojo-protocol,0.001107543062051358,,,,0.001511479573512844,0.0018,0.002,0.00136,N/A,N/A
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904225672564019276,2025-03-24T17:35:53.000Z,2025-03-25T09:00:44.581Z,Buy,DOAI,dojo-protocol,0.001107543062051358,,,,0.001511479573512844,0.003,0.015,0.0011,0.0011742352691753006,6.02%
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1904134608850931781,2025-03-24T11:34:02.000Z,2025-03-25T09:01:05.160Z,Buy,DEXTF,dextf,0.16867940799378203,,,,0.1841516042604097,0.22,0.26,0.166,0.22686052650004088,34.49%
CryptoSlate,https://x.com/CryptoSlate/status/1904390284449845508,2025-03-25T04:30:00.000Z,2025-03-25T09:01:20.047Z,Buy,BTC,bitcoin,87327.72969669085,,,,87327.72969669085,88750,90000,85633,85633,-1.94%
CryptoSlate,https://x.com/CryptoSlate/status/1904352536657813708,2025-03-25T02:00:00.000Z,2025-03-25T09:01:50.776Z,Buy,BTC,bitcoin,87327.72969669085,,,,87327.72969669085,88800,91000,84000,85137.62391965232,-2.51%
CryptoSlate,https://x.com/CryptoSlate/status/1904352536657813708,2025-03-25T02:00:00.000Z,2025-03-25T09:02:03.158Z,Buy,SOL,solana,140.57936877383233,,,,140.57936877383233,150,160,135,135,-3.97%
holdersignals,https://x.com/holdersignals/status/1904286196626513998,2025-03-24T21:36:23.000Z,2025-03-25T09:02:31.906Z,Buy,EOS,eos,0.5613139020118089,,,,0.5707187815893272,0.6,0.64,0.55,0.5793818196149415,3.22%
holdersignals,https://x.com/MacroCRG/status/1904220697846509580,2025-03-24T17:16:07.000Z,2025-03-25T09:02:44.269Z,Buy,ANYONE,airtor-protocol,0.3681937667519784,,,,0.40765435494274516,0.45,0.5,0.35,0.3808106949256912,3.43%
holdersignals,https://x.com/holdersignals/status/1904209661425066402,2025-03-24T16:32:16.000Z,2025-03-25T09:02:57.651Z,Buy,TON,the-open-network,3.6775425835704754,,,,3.6585219205711796,4.38,4.75,3.4,4.0001094284687335,8.77%
CryptoDona7,https://x.com/KingAce_Crypto/status/1904116720492556314,2025-03-24T10:22:57.000Z,2025-03-25T09:03:16.676Z,Buy,CNCT,connect-2,0.005728190434787933,,,,0.007966702459227775,0.009,0.01,0.006,N/A,N/A
fatpigsignals,https://x.com/fatpigsignals/status/1904210763834613825,2025-03-24T16:36:39.000Z,2025-03-25T09:03:37.293Z,Buy,ETH,ethereum,2001.0470230951883,,,,2077.739325831977,2200,2500,1950,1950,-2.55%
fatpigsignals,https://x.com/fatpigsignals/status/1904204947605864793,2025-03-24T16:13:32.000Z,2025-03-25T09:03:54.332Z,Buy,BTC,bitcoin,85787.70914901773,,,,87327.72969669085,90000,94000,84000,85137.62391965232,-0.76%
CryptoWizardd,https://x.com/SatoshiFlipper/status/1904201446859354192,2025-03-24T15:59:37.000Z,2025-03-25T09:04:11.149Z,Buy,LNQ,linqai,0.032784286484179866,,,,0.040828042507278894,0.046,0.052,0.032,0.03449875487997042,5.23%
CryptoWizardd,https://x.com/Crypto_Barra/status/1904244765480075497,2025-03-24T18:51:45.000Z,2025-03-25T09:04:25.541Z,Buy,LNQ,linqai,0.032784286484179866,,,,0.040828042507278894,0.045,0.05,0.035,N/A,N/A
CryptoWizardd,https://x.com/CryptoWizardd/status/1904302194859323618,2025-03-24T22:39:58.000Z,2025-03-25T09:04:41.910Z,Buy,WOO,woo-network,0.08902018127898326,,,,0.09443825781328381,0.12,0.13,0.085,0.08595632374135297,-3.44%
aixbt_agent,https://x.com/aixbt_agent/status/1904399905726292241,2025-03-25T05:08:14.000Z,2025-03-25T09:05:00.368Z,Buy,SOL,solana,140.57936877383233,,,,140.57936877383233,160,170,125,131.5995147952329,-6.39%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:05:19.355Z,Buy,TAO,tao-meme,0,,,,0,336.02,356.84,235,N/A,N/A
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:05:37.835Z,Buy,ICP,internet-computer,5.839841312884986,,,,6.039679196305335,7.92,20.96,5.6,5.710650752819019,-2.21%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:05:59.268Z,Buy,HBAR,hedera-hashgraph,0.18553162272670107,,,,0.19250166165806903,0.2,0.215,0.178,0.1835302066611832,-1.08%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904248449983201536,2025-03-24T19:06:24.000Z,2025-03-25T09:06:17.881Z,Buy,XRP,ripple,2.4358937819105337,,,,2.4467862393977193,2.53,2.8,2.35,2.35,-3.53%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:06:32.447Z,Buy,KAS,kaspa,0.08009198781454525,,,,0.07837058131216669,0.082,0.11,0.075,0.075,-6.36%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:06:45.048Z,Hold,TAO,fusotao,0.00039000281183203587,,,,0.00039000281183203587,270,285,250,N/A,N/A
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:06:55.788Z,Buy,RIO,realio-network,0.2549174580970861,,,,0.27953625821692046,0.28,0.3,0.24,0.24596406398424298,-3.51%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:07:12.587Z,Buy,QUBIC,qubic-network,0.0000011830318473538846,,,,0.0000011650797539021123,0.0000012,0.0000013,0.0000011,0.0000011,-7.02%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:07:26.457Z,Buy,ORAI,oraichain-token,2.9697310911926142,,,,3.1714379685081613,3.84,4.95,3,N/A,N/A
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:07:46.920Z,Buy,INJ,injective-protocol,9.899278828328164,,,,10.481708625115376,12,14,9.5,9.638140535550265,-2.64%
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:08:00.080Z,Buy,RENDER,render-token,3.453261150663007,,,,3.782782501356911,4.15,4.5,3.5,N/A,N/A
CryptoReviewing,https://x.com/CryptoReviewing/status/1904218274935534019,2025-03-24T17:06:30.000Z,2025-03-25T09:08:15.950Z,Buy,QNT,quant-network,76.94788591637773,,,,79.49416640659378,80.5,85,75,75,-2.53%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1904222142167704056,2025-03-24T17:21:52.000Z,2025-03-25T09:08:47.007Z,Buy,HASHAI,hashai,0.0002975202659980675,,,,0.00031409066601957797,0.00035,0.0004,0.00028,0.00028,-5.89%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T09:09:08.333Z,Buy,AVA,ava-ai,0.04355304811596117,,,,0.045674487361117004,0.06,0.08,0.04,0.04,-8.16%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T09:09:41.488Z,Buy,AVA,ava-the-golden-tiger,0,,,,0,0.72,0.78,0.58,N/A,N/A
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T09:09:55.503Z,Buy,AVA,ava-foundation-bridged-ava-bsc,0.6170772646938565,,,,0.6377656238003925,0.67,0.68,0.618,N/A,N/A
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T09:10:08.962Z,Buy,AVA,ava-chiang-mai-night-safari-ava,0.00015299204095640611,,,,0.0001599014534027117,0.00018,0.0002,0.00015,0.00015,-1.96%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1904237695787770073,2025-03-24T18:23:40.000Z,2025-03-25T09:10:29.992Z,Hold,MLC,my-lovely-coin,0.29292212372533294,,,,0.28311044304595856,0.291,0.303,0.269,N/A,N/A
AltcoinLevi,https://x.com/AltcoinLevi/status/1904150533008482457,2025-03-24T12:37:19.000Z,2025-03-25T09:10:46.877Z,Buy,XMW,morphware,0.06294686262506438,,,,0.06390217443628088,0.07,0.08,0.058,0.060560358467582835,-3.79%
AltcoinLevi,https://x.com/AltcoinLevi/status/1904149336172253424,2025-03-24T12:32:33.000Z,2025-03-25T09:11:04.654Z,Buy,NPC,npc,0.000015239585211817466,,,,0.000015484750483486743,0.00002323,0.00003097,0.000014,0.000015067344027628124,-1.13%
AltcoinLevi,https://x.com/AltcoinLevi/status/1904155049233711606,2025-03-24T12:55:15.000Z,2025-03-25T09:11:20.978Z,Buy,CPOOL,clearpool,0.1454267465176228,,,,0.16110785903850208,0.18,0.2,0.14,0.14981578939403306,3.02%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904242379525362160,2025-03-24T18:42:17.000Z,2025-03-25T09:11:41.502Z,Buy,S,s,0,,,,0,1e-10,1.5e-10,9.5e-11,N/A,N/A
RiddlerDeFi,https://x.com/_WOO_X/status/1904182824271224972,2025-03-24T14:45:37.000Z,2025-03-25T09:12:03.537Z,Buy,WOO,woo-network,0.08902018127898326,,,,0.09443825781328381,0.103,0.112,0.085,0.08595632374135297,-3.44%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904423988107051294,2025-03-25T06:43:55.000Z,2025-03-25T12:00:29.196Z,Buy,DOAI,dojo-protocol,0.001511479573512844,,,,0.001511479573512844,0.0017,0.003636,0.0013,0.0013,-13.99%
CryptoWizardd,https://x.com/CryptoWizardd/status/1904446159780745520,2025-03-25T08:12:02.000Z,2025-03-25T12:00:54.033Z,Buy,DOGE,dogecoin,0.18261625231959078,,,,0.18261625231959078,0.19,0.23,0.17,0.19074107097709586,4.45%
aixbt_agent,https://x.com/aixbt_agent/status/1904475454834401660,2025-03-25T10:08:26.000Z,2025-03-25T12:01:08.783Z,Buy,BTC,bitcoin,87327.72969669085,,,,87327.72969669085,89000,91000,84000,85137.62391965232,-2.51%
aixbt_agent,https://x.com/aixbt_agent/status/1904475456390467625,2025-03-25T10:08:26.000Z,2025-03-25T12:01:20.831Z,Buy,BTC,bitcoin,87327.72969669085,,,,87327.72969669085,88635,90000,86400,86400,-1.06%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1904222142167704056,2025-03-24T17:21:52.000Z,2025-03-25T12:01:44.722Z,Buy,HASHAI,hashai,0.0002975202659980675,,,,0.00031409066601957797,0.000471,0.000628,0.00028,0.00028,-5.89%
dippy_eth,https://x.com/dippy_eth/status/1904451505635143805,2025-03-25T08:33:16.000Z,2025-03-25T12:02:09.221Z,Buy,ALCH,alchemist-ai,0.09299998059151439,,,,0.09299998059151439,0.125,0.145,0.08,0.08272262326412406,-11.05%
dippy_eth,https://x.com/dippy_eth/status/1904451505635143805,2025-03-25T08:33:16.000Z,2025-03-25T12:02:43.088Z,Buy,ALCH,alchemist-accelerate,0.00008624308387454077,,,,0.00008624308387454077,0.05578,0.06448,0.0402,N/A,N/A
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:03:00.000Z,Buy,AVA,ava-ai,0.04355304811596117,,,,0.045674487361117004,0.048,0.05,0.041,0.041,-5.86%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:03:27.437Z,Buy,AVA,concierge-io,0.6172322881993397,,,,0.6405938373278701,0.68,0.72,0.6,0.6,-2.79%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:04:10.613Z,Buy,AVA,ava-foundation-bridged-ava-bsc,0.6170772646938565,,,,0.6377656238003925,0.7,0.76,0.57,0.5785903203267404,-6.24%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904197975573745997,2025-03-24T15:45:50.000Z,2025-03-25T12:04:21.640Z,Buy,AVA,ava-chiang-mai-night-safari-ava,0.00015299204095640611,,,,0.0001599014534027117,0.000175,0.000185,0.00014,0.00014,-8.49%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1904237695787770073,2025-03-24T18:23:40.000Z,2025-03-25T12:04:47.876Z,Buy,MLC,my-lovely-coin,0.29292212372533294,,,,0.28311044304595856,0.3,0.35,0.25,0.25352680019178764,-13.45%
AltcoinLevi,https://x.com/AltcoinLevi/status/1904150533008482457,2025-03-24T12:37:19.000Z,2025-03-25T12:05:09.102Z,Buy,XMW,morphware,0.06294686262506438,,,,0.06390217443628088,0.2,0.25,0.05,0.060560358467582835,-3.79%
AltcoinLevi,https://x.com/AltcoinLevi/status/1904149336172253424,2025-03-24T12:32:33.000Z,2025-03-25T12:05:26.442Z,Buy,NPC,npc,0.000015239585211817466,,,,0.000015484750483486743,0.00002323,0.00003097,0.0000145,0.000015067344027628124,-1.13%
AltcoinLevi,https://x.com/AltcoinLevi/status/1904155049233711606,2025-03-24T12:55:15.000Z,2025-03-25T12:05:47.018Z,Buy,CPOOL,clearpool,0.1454267465176228,,,,0.16110785903850208,0.175,0.195,0.148,N/A,N/A
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1904242379525362160,2025-03-24T18:42:17.000Z,2025-03-25T12:06:10.128Z,Buy,S,s,0,,,,0,1.4455e-10,1.9273e-10,4.818e-11,N/A,N/A
RiddlerDeFi,https://x.com/_WOO_X/status/1904182824271224972,2025-03-24T14:45:37.000Z,2025-03-25T12:06:32.622Z,Buy,WOO,woo-network,0.08902018127898326,,,,0.09443825781328381,0.12,0.15,0.085,0.08595632374135297,-3.44%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904647697153614306,2025-03-25T21:32:52.000Z,2025-03-26T12:00:32.547Z,Buy,ZIG,zignaly,0.08876342540157356,,,,0.09076523444684584,0.1,0.12,0.08,0.08512713086396875,-4.10%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904593729929040375,2025-03-25T17:58:25.000Z,2025-03-26T12:00:56.873Z,Buy,POPCAT,popcat,0.23398001280298641,,,,0.2454106436602832,0.38,0.49,0.22,0.22820116903181495,-2.47%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1904573489312592012,2025-03-25T16:37:59.000Z,2025-03-26T12:01:13.491Z,Buy,LNQ,linqai,0.040828042507278894,,,,0.04068606345892836,0.045,0.05,0.035,0.035,-14.27%
holdersignals,https://x.com/holdersignals/status/1904827697186169334,2025-03-26T09:28:07.000Z,2025-03-26T12:01:41.630Z,Buy,RAD,radicle,0.8356838094193744,,,,0.8356838094193744,0.92,1,0.78,0.8060988197419614,-3.54%
holdersignals,https://x.com/holdersignals/status/1904785965606179114,2025-03-26T06:42:18.000Z,2025-03-26T12:01:58.025Z,Buy,VANRY,vanar-chain,0.03319697083183906,,,,0.03319697083183906,0.0359,0.04,0.029,0.03311731715924311,-0.24%
CryptoWizardd,https://x.com/CryptoWizardd/status/1904822407346455025,2025-03-26T09:07:06.000Z,2025-03-26T12:02:18.874Z,Buy,BTC,bitcoin,87520.58391530563,,,,87520.58391530563,90000,94000,85000,85137.62391965232,-2.72%
CryptoWizardd,https://x.com/CryptoWizardd/status/1904821425615102208,2025-03-26T09:03:12.000Z,2025-03-26T12:02:48.395Z,Buy,NPC,npc,0.00001640800665837823,,,,0.00001640800665837823,0.00002461,0.00003282,0.00001477,0.000015067344027628124,-8.17%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1904703470651007152,2025-03-26T01:14:29.000Z,2025-03-26T12:03:13.315Z,Hold,BTC,bitcoin,87520.58391530563,,,,87520.58391530563,90000,92000,85000,85137.62391965232,-2.72%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1904628449391542628,2025-03-25T20:16:23.000Z,2025-03-26T12:03:29.045Z,Hold,HYPE,hyperliquid,16.631716316471763,,,,16.049097519943412,18.35,22.04,15.75,15.75,-5.30%
dippy_eth,https://x.com/dippy_eth/status/1904828925689421930,2025-03-26T09:33:00.000Z,2025-03-26T12:03:45.964Z,Buy,BTC,bitcoin,87520.58391530563,,,,87520.58391530563,90000,100000,86400,86400,-1.28%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904831746048242013,2025-03-26T09:44:12.000Z,2025-03-26T12:04:10.411Z,Buy,ASTRA,astraai,0.6250558259743663,,,,0.6250558259743663,0.75,1,0.5,0.7655893305974812,22.48%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904574829191119345,2025-03-25T16:43:19.000Z,2025-03-26T12:04:25.848Z,Buy,ZIG,zignaly,0.08876342540157356,,,,0.09076523444684584,0.095,0.1,0.085,0.08512713086396875,-4.10%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904544484521558286,2025-03-25T14:42:44.000Z,2025-03-26T12:04:39.277Z,Hold,ALGO,algorand,0.2033165437969895,,,,0.21138174660441897,0.25,0.3,0.19,0.20205833049878538,-0.62%
cryptoo_doctor,https://x.com/CryptoWizardd/status/1904822407346455025,2025-03-26T09:07:06.000Z,2025-03-26T12:04:55.972Z,Hold,BTC,bitcoin,87520.58391530563,,,,87520.58391530563,89505,96305,82065,85137.62391965232,-2.72%
